,Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Number of patrons,x,y,January_Popular_Score,February_Popular_Score,March_Popular_Score,April_Popular_Score,May_Popular_Score,June_Popular_Score,July_Popular_Score,August_Popular_Score,September_Popular_Score,October_Popular_Score,November_Popular_Score,December_Popular_Score
235,2019,710,108617,108617,Royce Hotel 375-385 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Royce Hotel,120,144.97554,-37.83509,197.152,140.096,156.074,138.314,113.8,98.575,110.306,110.792,108.471,124.409,116.989,140.121
236,2019,724,106798,106798,557 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Ormond Collective,350,144.98134,-37.84752,111.091,79.055,88.072,78.034,64.125,55.522,62.118,62.379,61.086,70.079,65.872,78.949
237,2019,730,110401,110401,334-342 City Road SOUTHBANK VIC 3006,Southbank,Urban Central Accomodation/Bar334,290,144.95735,-37.82784,247.199,268.811,292.196,260.877,296.035,241.045,290.273,293.741,261.548,300.433,284.243,261.906
238,2019,730,110473,110473,65-73 Haig Street SOUTHBANK VIC 3006,Southbank,The Backlot Studios,78,144.95656,-37.82788,246.366,268.118,292.905,260.233,295.626,240.35,289.785,293.018,262.111,298.386,285.239,262.385
239,2019,733,110399,110399,105-107 Clarendon Street SOUTHBANK VIC 3006,Southbank,The Cloakroom Bar,50,144.95825,-37.82712,261.426,284.222,308.844,275.849,312.945,254.704,306.697,310.379,276.237,317.874,300.443,277.047
240,2019,752,108653,110733,Theatres 100 St Kilda Road SOUTHBANK VIC 3006,Southbank,The Barre,300,144.96817,-37.82095,1544.953,1144.343,1347.208,1247.251,991.416,884.485,990.182,956.868,949.971,1096.505,927.78,1203.345
241,2019,753,110606,110380,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Waterslide Bar,200,144.9663,-37.82071,1005.413,1057.916,1028.759,0.0,334.467,477.757,573.214,593.581,572.664,661.964,671.255,625.955
242,2019,753,110606,110380,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,P J O'Briens Irish Pub & Side Bar,549,144.9663,-37.82071,1005.413,1057.916,1028.759,0.0,334.467,477.757,573.214,593.581,572.664,661.964,671.255,625.955
243,2019,801,110326,110326,4 Riverside Quay SOUTHBANK VIC 3006,Southbank,Soho Restaurant & Bar,200,144.96338,-37.82092,0.0,777.304,1276.69,1220.715,1222.884,1130.582,1228.986,1233.66,1161.571,1273.099,1212.874,1274.932
244,2019,801,110335,110335,1-9 Southbank Boulevard SOUTHBANK VIC 3006,Southbank,Left Bank Melbourne,400,144.96286,-37.82106,0.0,687.304,1142.494,1094.732,1098.405,1016.378,1104.701,1109.045,1043.365,1142.367,1088.768,1142.151
245,2019,801,559161,559161,Eureka Tower 3-7 Riverside Quay SOUTHBANK VIC 3006,Southbank,Belgian Beer Cafe Melbourne,638,144.96453,-37.82167,856.495,717.392,829.347,978.664,745.109,730.533,834.786,803.675,759.328,807.55,780.973,776.84
246,2019,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,R Bar by Rockpool,120,144.95835,-37.82315,437.283,475.355,516.518,461.364,523.341,425.717,512.601,518.768,461.612,532.108,502.548,463.707
247,2019,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,The Pub at Crown,650,144.95835,-37.82315,437.283,475.355,516.518,461.364,523.341,425.717,512.601,518.768,461.612,532.108,502.548,463.707
248,2019,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Groove Live Bar and Terrace,600,144.95835,-37.82315,437.283,475.355,516.518,461.364,523.341,425.717,512.601,518.768,461.612,532.108,502.548,463.707
249,2019,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Jackpot Bar,80,144.95835,-37.82315,437.283,475.355,516.518,461.364,523.341,425.717,512.601,518.768,461.612,532.108,502.548,463.707
250,2019,803,597190,110477,Crown Towers Hotel 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Club 23,450,144.95835,-37.82315,437.283,475.355,516.518,461.364,523.341,425.717,512.601,518.768,461.612,532.108,502.548,463.707
251,2019,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Crown Entertainment Complex,320,144.95835,-37.82315,437.283,475.355,516.518,461.364,523.341,425.717,512.601,518.768,461.612,532.108,502.548,463.707
252,2019,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Lumia Bar,140,144.95835,-37.82315,437.283,475.355,516.518,461.364,523.341,425.717,512.601,518.768,461.612,532.108,502.548,463.707
253,2019,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Atrium Bar,100,144.95835,-37.82315,437.283,475.355,516.518,461.364,523.341,425.717,512.601,518.768,461.612,532.108,502.548,463.707
254,2019,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Velvet Bar,200,144.95835,-37.82315,437.283,475.355,516.518,461.364,523.341,425.717,512.601,518.768,461.612,532.108,502.548,463.707
255,2019,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,Munich Brau Haus,1100,144.9505,-37.82411,173.206,182.499,195.595,175.755,194.876,132.442,150.565,152.017,107.25,271.769,202.904,224.076
256,2019,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,Plus 5,90,144.9505,-37.82411,173.206,182.499,195.595,175.755,194.876,132.442,150.565,152.017,107.25,271.769,202.904,224.076
257,2019,806,110343,640947,Crown Casino Retail Precinct 27-45 Whiteman Street SOUTHBANK VIC 3006,Southbank,Kingpin Bowling Crown / Playtime,347,144.95861,-37.82576,447.391,350.163,386.985,336.329,274.232,231.859,255.209,248.244,244.944,301.847,264.226,327.824
258,2019,807,108054,108054,40-56 Queens Bridge Street SOUTHBANK VIC 3006,Southbank,Mesh/Tonic Bar,300,144.96001,-37.82399,246.672,221.079,239.657,211.432,203.763,176.635,194.153,190.552,180.369,224.965,196.55,211.583
259,2019,813,110349,110349,1-23 City Road SOUTHBANK VIC 3006,Southbank,Testing Ground,500,144.96753,-37.82137,1100.858,659.165,1008.632,1428.084,1041.519,955.668,1093.851,1046.644,1014.076,1138.505,815.444,1198.214
260,2019,861,102503,102503,161-173 Domain Road SOUTH YARRA VIC 3141,South Yarra,Botanical Hotel,245,144.9817,-37.83432,116.497,66.691,108.698,163.22,117.1,111.891,129.951,125.886,120.412,134.27,94.017,138.305
