,Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,x,y
2979,2019,72,105726,110707,550 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Jang Gun Restuarant,4511,Cafes and Restaurants,Seats - Indoor,90,144.956,-37.81345
2980,2019,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Back Pocket Little Lonsdale,4511,Cafes and Restaurants,Seats - Indoor,30,144.956,-37.81345
2981,2019,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Back Pocket Little Lonsdale,4511,Cafes and Restaurants,Seats - Outdoor,15,144.956,-37.81345
2982,2019,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Seven Star Korea,4511,Cafes and Restaurants,Seats - Indoor,68,144.956,-37.81345
2983,2019,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Seven Star Korea,4511,Cafes and Restaurants,Seats - Outdoor,12,144.956,-37.81345
2984,2019,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Gami At Healeys - Chicken & Beer,4511,Cafes and Restaurants,Seats - Indoor,40,144.956,-37.81345
2985,2019,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Gami At Healeys - Chicken & Beer,4511,Cafes and Restaurants,Seats - Outdoor,12,144.956,-37.81345
2986,2019,72,105726,110707,550 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Meeting Place,4511,Cafes and Restaurants,Seats - Indoor,50,144.956,-37.81345
2987,2019,72,105726,110707,550 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Meeting Place,4511,Cafes and Restaurants,Seats - Outdoor,38,144.956,-37.81345
2988,2019,72,105726,110707,550 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Shuji Sushi,4511,Cafes and Restaurants,Seats - Indoor,28,144.956,-37.81345
2989,2019,72,105726,110707,550 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Shuji Sushi,4511,Cafes and Restaurants,Seats - Outdoor,8,144.956,-37.81345
2990,2019,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Guk Bab,4511,Cafes and Restaurants,Seats - Indoor,55,144.956,-37.81345
2991,2019,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Mr Nice Guy,4511,Cafes and Restaurants,Seats - Indoor,41,144.956,-37.81345
2992,2019,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Mr Nice Guy,4511,Cafes and Restaurants,Seats - Outdoor,10,144.956,-37.81345
2993,2019,72,110708,110707,535 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Squires Loft,4511,Cafes and Restaurants,Seats - Indoor,102,144.956,-37.81345
2994,2019,73,105732,105732,452-456 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Piccolo Me,4511,Cafes and Restaurants,Seats - Indoor,80,144.95861,-37.81298
2995,2019,73,559300,559300,240-278 William Street MELBOURNE 3000,Melbourne (CBD),Octane Espresso,4512,Takeaway Food Services,Seats - Outdoor,20,144.95767,-37.81301
2996,2019,73,559301,559301,458-468 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Firm Espresso Bar,4511,Cafes and Restaurants,Seats - Indoor,48,144.95835,-37.81306
2997,2019,73,559301,559301,458-468 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Firm Espresso Bar,4511,Cafes and Restaurants,Seats - Outdoor,32,144.95835,-37.81306
2998,2019,77,103608,103608,275-285 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Trunk,4511,Cafes and Restaurants,Seats - Indoor,150,144.96891,-37.80938
2999,2019,77,103608,103608,275-285 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Trunk,4511,Cafes and Restaurants,Seats - Outdoor,200,144.96891,-37.80938
3000,2019,77,105751,105751,166-170 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Goody's Burger House,4511,Cafes and Restaurants,Seats - Indoor,35,144.96737,-37.81057
3001,2019,77,105751,105751,166-170 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Goody's Burger House,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96737,-37.81057
3002,2019,77,105751,105751,166-170 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Melina on the Rooftop,4511,Cafes and Restaurants,Seats - Outdoor,100,144.96737,-37.81057
3003,2019,77,105762,105762,92-106 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Melbourne Marriott Hotel,4400,Accommodation,Seats - Indoor,136,144.96914,-37.80989
3004,2019,77,108573,108573,270 Russell Street MELBOURNE 3000,Melbourne (CBD),Melbourne Whisky Room,4520,"Pubs, Taverns and Bars",Seats - Indoor,45,144.96716,-37.81011
3005,2019,77,108573,108573,270 Russell Street MELBOURNE 3000,Melbourne (CBD),Whisky and Alement,4520,"Pubs, Taverns and Bars",Seats - Indoor,45,144.96716,-37.81011
3006,2019,77,108575,108575,264-266 Russell Street MELBOURNE 3000,Melbourne (CBD),Hutong Hotpot,4511,Cafes and Restaurants,Seats - Indoor,90,144.9672,-37.8102
3007,2019,77,108576,108576,260-262 Russell Street MELBOURNE 3000,Melbourne (CBD),EJ Fine Foods,4511,Cafes and Restaurants,Seats - Indoor,62,144.96723,-37.81025
3008,2019,77,105752,110709,150 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The J Walk Cafe,4511,Cafes and Restaurants,Seats - Indoor,70,144.96757,-37.81012
3009,2019,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Barista Cafe,4511,Cafes and Restaurants,Seats - Indoor,52,144.96998,-37.80942
3010,2019,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Coopers Inn,4520,"Pubs, Taverns and Bars",Seats - Indoor,300,144.96998,-37.80942
3011,2019,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Coopers Inn,4520,"Pubs, Taverns and Bars",Seats - Outdoor,16,144.96998,-37.80942
3012,2019,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Bros Sushi,4511,Cafes and Restaurants,Seats - Indoor,12,144.96998,-37.80942
3013,2019,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Bros Sushi,4511,Cafes and Restaurants,Seats - Outdoor,50,144.96998,-37.80942
3014,2019,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Cafe Cavallino,4511,Cafes and Restaurants,Seats - Indoor,159,144.96998,-37.80942
3015,2019,78,110713,580090,2 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Mr Speaker,4511,Cafes and Restaurants,Seats - Indoor,75,144.97142,-37.80908
3016,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Axil Coffee Roasters,4511,Cafes and Restaurants,Seats - Indoor,71,144.97073,-37.8092
3017,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Goz City,4511,Cafes and Restaurants,Seats - Indoor,33,144.97073,-37.8092
3018,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Goz City,4511,Cafes and Restaurants,Seats - Outdoor,19,144.97073,-37.8092
3019,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Babbo,4511,Cafes and Restaurants,Seats - Indoor,42,144.97073,-37.8092
3020,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Babbo,4511,Cafes and Restaurants,Seats - Outdoor,23,144.97073,-37.8092
3021,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Shuji Sushi,4511,Cafes and Restaurants,Seats - Indoor,40,144.97073,-37.8092
3022,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Shuji Sushi,4511,Cafes and Restaurants,Seats - Outdoor,14,144.97073,-37.8092
3023,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Roll'd Lonsdale Street,4511,Cafes and Restaurants,Seats - Indoor,13,144.97073,-37.8092
3024,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Roll'd Lonsdale Street,4511,Cafes and Restaurants,Seats - Outdoor,12,144.97073,-37.8092
3025,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Bluebag,4511,Cafes and Restaurants,Seats - Indoor,18,144.97073,-37.8092
3026,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Bluebag,4511,Cafes and Restaurants,Seats - Outdoor,6,144.97073,-37.8092
3027,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Degani At Madame Brussels Lane,4511,Cafes and Restaurants,Seats - Indoor,38,144.97073,-37.8092
3028,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Degani At Madame Brussels Lane,4511,Cafes and Restaurants,Seats - Outdoor,32,144.97073,-37.8092
3029,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Olivino @ Urban Workshop,4511,Cafes and Restaurants,Seats - Indoor,48,144.97073,-37.8092
3030,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Madame's Kitchen,4511,Cafes and Restaurants,Seats - Indoor,21,144.97073,-37.8092
3031,2019,78,603923,580091,32-54 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Madame's Kitchen,4511,Cafes and Restaurants,Seats - Outdoor,36,144.97073,-37.8092
3032,2019,81,561680,105462,555 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Cafe 555,4511,Cafes and Restaurants,Seats - Indoor,60,144.9527,-37.8133
3033,2019,81,561680,105462,555 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Cafe 555,4511,Cafes and Restaurants,Seats - Outdoor,15,144.9527,-37.8133
3034,2019,81,561698,105462,550 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Angliss Restaurant,4511,Cafes and Restaurants,Seats - Indoor,150,144.9527,-37.8133
3035,2019,81,561697,105462,555 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Angliss Bistro,4511,Cafes and Restaurants,Seats - Indoor,60,144.9527,-37.8133
3036,2019,81,106029,106029,536-548 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),All 4 U Cafe & Bar,4511,Cafes and Restaurants,Seats - Indoor,40,144.95324,-37.8136
3037,2019,81,108958,108958,581-589 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Foglia Di Fico,4511,Cafes and Restaurants,Seats - Indoor,50,144.95188,-37.81337
3038,2019,82,105370,105370,324-326 King Street MELBOURNE 3000,Melbourne (CBD),VN Wrap & Roll,4511,Cafes and Restaurants,Seats - Indoor,40,144.95427,-37.81262
3039,2019,82,105458,105458,295-307 William Street MELBOURNE 3000,Melbourne (CBD),Le Will Cafe,4511,Cafes and Restaurants,Seats - Indoor,100,144.95588,-37.81252
3040,2019,82,105458,105458,295-307 William Street MELBOURNE 3000,Melbourne (CBD),Le Will Cafe,4511,Cafes and Restaurants,Seats - Outdoor,80,144.95588,-37.81252
3041,2019,82,105459,105459,469-477 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Frescatis Fine Foods,4511,Cafes and Restaurants,Seats - Indoor,90,144.9553,-37.81253
3042,2019,82,105459,105459,469-477 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Frescatis Fine Foods,4511,Cafes and Restaurants,Seats - Outdoor,40,144.9553,-37.81253
3043,2019,82,105460,105460,479-495 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Perch Cafe,4511,Cafes and Restaurants,Seats - Indoor,20,144.95492,-37.8127
3044,2019,82,105460,105460,479-495 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Atrium 485,4512,Takeaway Food Services,Seats - Indoor,32,144.95492,-37.8127
3045,2019,82,106031,106031,466-468 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),My Mom's Yangpyeong Haejanggook,4511,Cafes and Restaurants,Seats - Indoor,40,144.95557,-37.8129
3046,2019,82,106031,106031,466-468 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),My Mom's Yangpyeong Haejanggook,4511,Cafes and Restaurants,Seats - Outdoor,16,144.95557,-37.8129
3047,2019,82,106031,106031,466-468 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Tao's Asian BBQ Kitchen,4511,Cafes and Restaurants,Seats - Indoor,40,144.95557,-37.8129
3048,2019,82,106031,106031,466-468 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Tao's Asian BBQ Kitchen,4511,Cafes and Restaurants,Seats - Outdoor,22,144.95557,-37.8129
3049,2019,82,106032,106032,474 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Zhan Beers,4511,Cafes and Restaurants,Seats - Indoor,24,144.95541,-37.81302
3050,2019,82,106033,106033,470-472 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Workers Food Room,4511,Cafes and Restaurants,Seats - Indoor,38,144.9555,-37.81299
3051,2019,82,106033,106033,470-472 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Pal Pal Korean Hot Pot,4511,Cafes and Restaurants,Seats - Indoor,101,144.9555,-37.81299
3052,2019,82,110107,110107,269-275 William Street MELBOURNE 3000,Melbourne (CBD),Basil With Thyme,4511,Cafes and Restaurants,Seats - Indoor,90,144.95645,-37.81271
3053,2019,82,110107,110107,269-275 William Street MELBOURNE 3000,Melbourne (CBD),Basil With Thyme,4511,Cafes and Restaurants,Seats - Outdoor,8,144.95645,-37.81271
3054,2019,82,110108,110108,277-287 William Street MELBOURNE 3000,Melbourne (CBD),Kings and Knaves Espresso,4512,Takeaway Food Services,Seats - Indoor,7,144.95636,-37.81252
3055,2019,82,110108,110108,277-287 William Street MELBOURNE 3000,Melbourne (CBD),Kings and Knaves Espresso,4512,Takeaway Food Services,Seats - Outdoor,20,144.95636,-37.81252
3056,2019,83,105456,105456,299-319 Queen Street MELBOURNE 3000,Melbourne (CBD),Quanjude Restaurant,4511,Cafes and Restaurants,Seats - Indoor,160,144.95866,-37.81145
3057,2019,83,105456,105456,299-319 Queen Street MELBOURNE 3000,Melbourne (CBD),Melbourne Mahn Doo,4511,Cafes and Restaurants,Seats - Indoor,90,144.95866,-37.81145
3058,2019,83,105456,105456,299-319 Queen Street MELBOURNE 3000,Melbourne (CBD),Melbourne Mahn Doo,4511,Cafes and Restaurants,Seats - Outdoor,16,144.95866,-37.81145
3059,2019,83,703207,110142,280-0 William Street MELBOURNE 3000,Melbourne (CBD),Grounds of Arcadia,4511,Cafes and Restaurants,Seats - Indoor,115,144.95736,-37.81209
3060,2019,83,703207,110142,280-0 William Street MELBOURNE 3000,Melbourne (CBD),Grounds of Arcadia,4511,Cafes and Restaurants,Seats - Outdoor,250,144.95736,-37.81209
3061,2019,83,110759,110142,318 William Street MELBOURNE 3000,Melbourne (CBD),The Mint Bar & Restaurant,4511,Cafes and Restaurants,Seats - Indoor,36,144.95736,-37.81209
3062,2019,83,110759,110142,318 William Street MELBOURNE 3000,Melbourne (CBD),The Mint Bar & Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,90,144.95736,-37.81209
3063,2019,87,101028,101028,10-14 Bennetts Lane MELBOURNE 3000,Melbourne (CBD),Fraser Place Melbourne,4400,Accommodation,Seats - Indoor,46,144.96792,-37.80905
3064,2019,87,103609,103609,287-293 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Vanilla Bean,4511,Cafes and Restaurants,Seats - Indoor,80,144.96889,-37.80907
3065,2019,87,103610,103610,295-301 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Sally's Kitchen,4511,Cafes and Restaurants,Seats - Indoor,50,144.96883,-37.80893
3066,2019,87,103610,103610,295-301 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Sally's Kitchen,4511,Cafes and Restaurants,Seats - Outdoor,15,144.96883,-37.80893
3067,2019,87,103610,103610,295-301 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Miss Chu,4511,Cafes and Restaurants,Seats - Indoor,50,144.96883,-37.80893
3068,2019,87,103610,103610,295-301 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Miss Chu,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96883,-37.80893
3069,2019,87,103611,103611,303 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Decoy Art House Cafe,4511,Cafes and Restaurants,Seats - Indoor,50,144.96879,-37.80885
3070,2019,87,103612,103612,305-307 Exhibition Street MELBOURNE 3000,Melbourne (CBD),B & B' Guette Cafe,4511,Cafes and Restaurants,Seats - Indoor,38,144.96876,-37.80879
3071,2019,87,103612,103612,305-307 Exhibition Street MELBOURNE 3000,Melbourne (CBD),B & B' Guette Cafe,4511,Cafes and Restaurants,Seats - Outdoor,6,144.96876,-37.80879
3072,2019,87,103613,103613,309 Exhibition Street MELBOURNE 3000,Melbourne (CBD),65 Degrees,4511,Cafes and Restaurants,Seats - Indoor,22,144.96873,-37.80874
3073,2019,87,103613,103613,309 Exhibition Street MELBOURNE 3000,Melbourne (CBD),65 Degrees,4511,Cafes and Restaurants,Seats - Outdoor,8,144.96873,-37.80874
3074,2019,87,103614,103614,311 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Grandma's Dumpling,4511,Cafes and Restaurants,Seats - Indoor,44,144.9687,-37.8087
3075,2019,87,103614,103614,311 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Grandma's Dumpling,4511,Cafes and Restaurants,Seats - Outdoor,6,144.9687,-37.8087
3076,2019,87,103631,103631,17-19 Exploration Lane MELBOURNE 3000,Melbourne (CBD),Fraser Place Melbourne,4400,Accommodation,Seats - Indoor,16,144.96808,-37.80895
3077,2019,87,105439,105439,313-329 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Jack Sprat,4511,Cafes and Restaurants,Seats - Indoor,60,144.96843,-37.80869
3078,2019,87,105439,105439,313-329 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Aki Sushi,4511,Cafes and Restaurants,Seats - Indoor,56,144.96843,-37.80869
3079,2019,87,105439,105439,313-329 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Global Kitchen Caffe,4511,Cafes and Restaurants,Seats - Indoor,80,144.96843,-37.80869
3080,2019,87,106056,106056,2-14 Exploration Lane MELBOURNE 3000,Melbourne (CBD),Laksa Bar,4511,Cafes and Restaurants,Seats - Indoor,60,144.96845,-37.80914
3081,2019,87,106056,106056,2-14 Exploration Lane MELBOURNE 3000,Melbourne (CBD),The League Of Honest Coffee,4511,Cafes and Restaurants,Seats - Indoor,60,144.96845,-37.80914
3082,2019,87,106057,106057,106 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Troika Bar,4520,"Pubs, Taverns and Bars",Seats - Indoor,60,144.96859,-37.80915
3083,2019,87,106057,106057,106 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Troika Bar,4520,"Pubs, Taverns and Bars",Seats - Outdoor,8,144.96859,-37.80915
3084,2019,87,106059,106059,100 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Gami Chicken and Beer,4511,Cafes and Restaurants,Seats - Indoor,48,144.96872,-37.80914
3085,2019,87,108567,108567,300 Russell Street MELBOURNE 3000,Melbourne (CBD),Jankara Karaoke,4520,"Pubs, Taverns and Bars",Seats - Indoor,40,144.9669,-37.80952
3086,2019,87,108568,108568,296-298 Russell Street MELBOURNE 3000,Melbourne (CBD),Shu Grill Bar,4511,Cafes and Restaurants,Seats - Indoor,30,144.96693,-37.80957
3087,2019,87,108569,108569,288-294 Russell Street MELBOURNE 3000,Melbourne (CBD),Dolan Uyghur Food Heaven,4511,Cafes and Restaurants,Seats - Indoor,28,144.96697,-37.80966
3088,2019,87,108569,108569,288-294 Russell Street MELBOURNE 3000,Melbourne (CBD),Russell's Kebab HSP Pizza,4512,Takeaway Food Services,Seats - Indoor,10,144.96697,-37.80966
3089,2019,88,110858,108992,299 Spring Street MELBOURNE 3000,Melbourne (CBD),Wonderpop & Deli,4511,Cafes and Restaurants,Seats - Indoor,22,144.97102,-37.80817
3090,2019,88,110858,108992,299 Spring Street MELBOURNE 3000,Melbourne (CBD),Lost Angel Bar & Restaurant,4511,Cafes and Restaurants,Seats - Indoor,60,144.97102,-37.80817
3091,2019,88,110858,108992,299 Spring Street MELBOURNE 3000,Melbourne (CBD),Lost Angel Bar & Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,90,144.97102,-37.80817
3092,2019,93,105473,105473,410-420 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Cafenatics,4511,Cafes and Restaurants,Seats - Indoor,38,144.95711,-37.81124
3093,2019,93,105473,105473,410-420 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Cafenatics,4511,Cafes and Restaurants,Seats - Outdoor,8,144.95711,-37.81124
3094,2019,93,105477,105477,378-392 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Charles LaTrobe Coffee Co,4511,Cafes and Restaurants,Seats - Indoor,80,144.95804,-37.81091
3095,2019,93,108083,108083,175-181 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Tigerous Espresso,4511,Cafes and Restaurants,Seats - Indoor,15,144.95821,-37.81022
3096,2019,93,108083,108083,175-181 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Tigerous Espresso,4511,Cafes and Restaurants,Seats - Outdoor,15,144.95821,-37.81022
3097,2019,93,108083,108083,175-181 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),ABC Cafe,4511,Cafes and Restaurants,Seats - Indoor,60,144.95821,-37.81022
3098,2019,93,110140,110140,330-352 William Street MELBOURNE 3000,Melbourne (CBD),Birds Upstairs,4511,Cafes and Restaurants,Seats - Indoor,90,144.95658,-37.81125
3099,2019,93,110140,110140,330-352 William Street MELBOURNE 3000,Melbourne (CBD),The Jazz Corner Cafe,4511,Cafes and Restaurants,Seats - Indoor,45,144.95658,-37.81125
3100,2019,93,110140,110140,330-352 William Street MELBOURNE 3000,Melbourne (CBD),The Jazz Corner Cafe,4511,Cafes and Restaurants,Seats - Outdoor,6,144.95658,-37.81125
3101,2019,93,573454,565462,28 Wills Street MELBOURNE 3000,Melbourne (CBD),Little Chef,4511,Cafes and Restaurants,Seats - Indoor,36,144.95724,-37.81068
3102,2019,93,573454,565462,28 Wills Street MELBOURNE 3000,Melbourne (CBD),Little Chef,4511,Cafes and Restaurants,Seats - Outdoor,4,144.95724,-37.81068
3103,2019,93,578981,565462,25 Wills Street MELBOURNE 3000,Melbourne (CBD),Operator 25,4511,Cafes and Restaurants,Seats - Indoor,56,144.95724,-37.81068
3104,2019,93,578981,565462,25 Wills Street MELBOURNE 3000,Melbourne (CBD),Operator 25,4511,Cafes and Restaurants,Seats - Outdoor,18,144.95724,-37.81068
3105,2019,94,103216,103216,284-294 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Sargon Cafe La Trobe Street,4512,Takeaway Food Services,Seats - Indoor,10,144.96085,-37.81001
3106,2019,94,103216,103216,284-294 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Sargon Cafe La Trobe Street,4512,Takeaway Food Services,Seats - Outdoor,6,144.96085,-37.81001
3107,2019,94,103216,103216,284-294 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Lanzhou Beef Noodle Bar,4511,Cafes and Restaurants,Seats - Indoor,65,144.96085,-37.81001
3108,2019,94,103216,103216,284-294 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Smile Bread,4511,Cafes and Restaurants,Seats - Indoor,33,144.96085,-37.81001
3109,2019,94,105479,105479,338-344 Queen Street MELBOURNE 3000,Melbourne (CBD),Niku Niku Japanese Gourmet,4511,Cafes and Restaurants,Seats - Indoor,41,144.95903,-37.81075
3110,2019,94,105480,105480,360 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Manjok Korean,4511,Cafes and Restaurants,Seats - Indoor,52,144.95914,-37.81072
3111,2019,94,105480,105480,360 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Upstairs 360,4511,Cafes and Restaurants,Seats - Indoor,50,144.95914,-37.81072
3112,2019,94,105481,105481,348-358 La Trobe Street MELBOURNE 3000,Melbourne (CBD),The Basement Cafe,4511,Cafes and Restaurants,Seats - Indoor,35,144.95928,-37.81068
3113,2019,94,105481,105481,348-358 La Trobe Street MELBOURNE 3000,Melbourne (CBD),The Basement Cafe,4511,Cafes and Restaurants,Seats - Outdoor,6,144.95928,-37.81068
3114,2019,94,105484,105484,296-310 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Klik Cafe,4511,Cafes and Restaurants,Seats - Indoor,70,144.96043,-37.81016
3115,2019,94,105484,105484,296-310 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Klik Cafe,4511,Cafes and Restaurants,Seats - Outdoor,19,144.96043,-37.81016
3116,2019,94,108089,108089,346-362 Queen Street MELBOURNE 3000,Melbourne (CBD),D'urso Cafe,4511,Cafes and Restaurants,Seats - Indoor,48,144.95908,-37.81043
3117,2019,94,108089,108089,346-362 Queen Street MELBOURNE 3000,Melbourne (CBD),D'urso Cafe,4511,Cafes and Restaurants,Seats - Outdoor,4,144.95908,-37.81043
3118,2019,95,100153,100153,51-53 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Darac Grill & Bar,4511,Cafes and Restaurants,Seats - Indoor,44,144.96207,-37.8091
3119,2019,95,100153,100153,51-53 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Darac Grill & Bar,4511,Cafes and Restaurants,Seats - Outdoor,5,144.96207,-37.8091
3120,2019,95,103304,103304,75-89 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Da Long Yi,4511,Cafes and Restaurants,Seats - Indoor,140,144.96133,-37.80934
3121,2019,95,103307,103307,380 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Nando's,4511,Cafes and Restaurants,Seats - Indoor,58,144.96149,-37.80986
3122,2019,95,103307,103307,380 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Nando's,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96149,-37.80986
3123,2019,95,103308,103308,368-378 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Oriental Spoon,4511,Cafes and Restaurants,Seats - Indoor,180,144.96174,-37.80995
3124,2019,95,103308,103308,368-378 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Hungry Jack's,4511,Cafes and Restaurants,Seats - Indoor,66,144.96174,-37.80995
3125,2019,95,105985,105985,46 Little La Trobe Street MELBOURNE 3000,Melbourne (CBD),Spice Up Hot Pot Dips,4511,Cafes and Restaurants,Seats - Indoor,26,144.96225,-37.8093
3126,2019,95,105989,105989,22-32 Little La Trobe Street MELBOURNE 3000,Melbourne (CBD),Little Charley,4511,Cafes and Restaurants,Seats - Indoor,40,144.96267,-37.80917
3127,2019,95,109314,109314,401-405 Swanston Street MELBOURNE 3000,Melbourne (CBD),KFC,4511,Cafes and Restaurants,Seats - Indoor,73,144.96322,-37.80904
3128,2019,95,109314,109314,401-405 Swanston Street MELBOURNE 3000,Melbourne (CBD),Imix Club & Bar,4520,"Pubs, Taverns and Bars",Seats - Indoor,90,144.96322,-37.80904
3129,2019,95,109315,109315,407-409 Swanston Street MELBOURNE 3000,Melbourne (CBD),Druids Cafe,4511,Cafes and Restaurants,Seats - Indoor,75,144.96318,-37.80896
